# Program:featureCounts v2.0.8; Command:"featureCounts" "-T" "8" "-p" "-B" "-C" "-t" "exon" "-g" "gene_id" "-a" "/mnt/d/Nancy/Project/annotation/genes.gtf" "-o" "/mnt/d/Nancy/Project/05_featurecounts/gene_counts.txt" "SRR9113519.sorted.bam" "SRR9113520.sorted.bam" "SRR9113521.sorted.bam" "SRR9113522.sorted.bam" "SRR9113523.sorted.bam" "SRR9113524.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR9113519.sorted.bam	SRR9113520.sorted.bam	SRR9113521.sorted.bam	SRR9113522.sorted.bam	SRR9113523.sorted.bam	SRR9113524.sorted.bam
Os03g0686201	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	27374837;27375491;27375710;27375875;27376013;27376140;27376317;27376464;27376694;27376987;27377479;27377772;27377924;27378077;27378339	27375401;27375573;27375790;27375931;27376069;27376239;27376387;27376604;27376900;27377139;27377649;27377852;27377977;27378191;27378363	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1961	0	0	0	0	0	0
Os03g0101600	3;3;3	123104;123927;124585	123551;124184;125050	-;-;-	1172	2525	2895	2818	2685	3482	2592
Os03g0118100	3;3;3	985771;988144;988949	986531;988312;989760	+;+;+	1742	0	0	0	0	0	0
Os03g0223200	3;3;3;3;3	6453022;6454146;6454354;6454958;6455248	6453164;6454259;6454885;6455111;6455453	+;+;+;+;+	1149	0	0	0	0	0	2
Os03g0289850	3	10043230	10044409	+	1180	0	0	0	0	1	0
Os03g0573600	3;3	20914305;20916378	20916267;20917765	+;+	3351	0	0	0	0	0	0
Os03g0119100	3;3;3;3;3;3;3;3;3;3	1027590;1028121;1028420;1028722;1029097;1029332;1029485;1029833;1030186;1030522	1028043;1028318;1028590;1028870;1029244;1029400;1029733;1030027;1030302;1031440	-;-;-;-;-;-;-;-;-;-	2669	0	4	2	2	4	0
Os03g0116366	3	931766	932663	-	898	0	0	0	0	0	0
Os03g0131000	3	1774911	1775816	+	906	67	84	98	62	104	58
Os03g0839600	3;3	35294108;35295140	35294529;35295528	-;-	811	47	57	50	68	45	83
Os03g0643000	3;3;3;3;3;3;3	24784051;24784213;24784492;24785249;24785442;24785664;24786570	24784119;24784402;24784755;24785354;24785577;24785813;24786767	-;-;-;-;-;-;-	1113	0	0	0	0	0	0
Os03g0823500	3;3;3;3	34574335;34575709;34576322;34576673	34575420;34576232;34576539;34576973	-;-;-;-	2129	86	48	96	50	76	73
Os03g0387850	3	15461165	15463617	-	2453	0	10	10	8	2	1
Os03g0789000	3;3;3;3;3;3;3;3	32791645;32791845;32792495;32792745;32792954;32793193;32794189;32798183	32791767;32792069;32792662;32792860;32793106;32793336;32794639;32798572	-;-;-;-;-;-;-;-	1770	3	0	1	0	1	4
Os03g0243900	3;3;3	7611453;7612952;7613751	7612148;7613642;7614083	-;-;-	1720	2	0	0	0	4	0
Os03g0607100	3	22816016	22816492	-	477	0	0	2	0	0	2
Os03g0767650	3	31786091	31787567	-	1477	0	0	0	0	0	0
Os03g0107850	3	479276	479848	-	573	0	0	0	0	0	0
Os03g0135550	3	1970292	1971508	+	1217	29	15	10	13	20	7
Os03g0197200	3	5112964	5114038	+	1075	59	91	136	47	115	60
Os03g0167775	3	3661520	3661905	+	386	0	0	0	0	0	2
Os03g0715400	3;3;3;3;3;3;3;3;3;3	28959103;28960302;28961194;28961640;28961819;28961967;28962265;28962801;28962987;28963191	28959746;28960453;28961297;28961728;28961892;28962117;28962432;28962898;28963109;28963461	+;+;+;+;+;+;+;+;+;+	1874	424	454	485	544	565	429
Os03g0369800	3;3;3;3;3;3;3;3;3;3	14514243;14514967;14515125;14515338;14515467;14516120;14516439;14516557;14516956;14518105	14514590;14515041;14515217;14515394;14515546;14516223;14516476;14516650;14517048;14518369	-;-;-;-;-;-;-;-;-;-	1247	2073	2468	2500	2412	2302	2382
Os03g0711150	3;3	28687026;28688622	28688091;28688911	-;-	1356	0	0	0	0	2	0
Os03g0840200	3;3	35332095;35332122	35334400;35334407	+;+	2313	93	96	82	118	106	110
Os03g0822300	3;3;3;3;3;3	34529205;34529452;34529608;34529762;34530760;34531124	34529361;34529538;34529670;34529863;34531018;34531401	+;+;+;+;+;+	946	326	359	431	259	507	368
Os03g0226501	3;3;3;3;3;3;3	6636837;6638996;6639209;6639600;6639874;6640371;6640584	6637015;6639129;6639419;6639778;6640036;6640488;6640774	-;-;-;-;-;-;-	1175	3	0	3	3	0	2
Os03g0197900	3	5150966	5152038	-	1073	14	32	17	40	18	52
Os03g0752300	3;3;3	31014832;31015317;31017105	31015230;31016244;31017449	-;-;-	1672	852	956	1008	785	891	990
Os03g0356470	3;3;3;3;3;3	13653018;13653965;13654097;13654473;13654793;13655094	13653214;13654041;13654330;13654676;13654907;13655290	-;-;-;-;-;-	1024	0	0	3	0	0	0
Os03g0183050	3	4349764	4350447	+	684	0	0	0	0	0	0
Os03g0565900	3;3	20444173;20444949	20444710;20447271	-;-	2861	10	16	14	23	14	16
Os03g0378275	3;3;3;3;3;3;3;3;3;3;3;3	14946969;14947533;14947936;14948303;14948682;14949582;14949939;14950156;14950727;14950931;14952782;14953052	14947015;14947719;14948056;14948424;14948744;14949689;14950065;14950249;14950844;14951011;14952904;14953208	-;-;-;-;-;-;-;-;-;-;-;-	1348	0	0	0	0	0	1
Os03g0284200	3	9764932	9765922	-	991	0	1	0	0	0	2
Os03g0701100	3;3	28138905;28140189	28141758;28141692	-;-	2854	18	22	33	20	2	9
Os03g0421400	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	17550979;17550988;17551695;17551695;17551899;17551899;17552711;17552711;17552975;17552975;17553618;17553618;17553842;17553842;17553994;17553994;17556049;17556049	17551611;17551611;17551802;17551802;17552114;17552114;17552857;17552857;17553133;17553133;17553672;17553672;17553913;17553913;17554096;17554096;17556271;17556300	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1745	2002	1876	2630	1793	2683	1536
Os03g0261950	3	8555879	8556257	-	379	88	117	97	94	85	112
Os03g0255100	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	8196070;8196137;8196627;8196627;8197261;8197261;8197649;8197649;8197906;8197906;8198114;8198114;8198352;8198352;8198579;8198579;8198904;8198904;8199263;8199668;8199885;8200198;8200593;8201268;8201513	8196548;8196548;8196963;8196963;8197472;8197472;8197756;8197756;8198013;8198013;8198223;8198223;8198458;8198458;8198796;8198796;8199033;8199071;8199381;8199755;8200079;8200501;8200705;8201363;8201999	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3249	244	426	821	520	410	174
Os03g0719150	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	29128183;29128773;29128959;29129511;29130014;29130284;29130595;29131496;29131689;29132203;29132687;29132855;29133036;29133947;29134337	29128277;29128876;29129125;29129639;29130097;29130350;29130694;29131554;29131795;29132364;29132772;29132950;29133859;29134105;29134431	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2334	0	4	1	3	3	3
Os03g0213300	3;3;3;3;3;3;3;3;3;3;3;3;3	5907703;5909753;5912289;5913255;5914573;5915076;5915076;5915209;5915209;5915579;5915579;5916140;5916140	5907922;5912169;5912404;5914925;5914925;5915124;5915124;5915447;5915447;5915680;5915680;5916982;5917030	+;+;+;+;+;+;+;+;+;+;+;+;+	5705	6794	7054	8429	6672	7348	6495
Os03g0683200	3	27222551	27223333	-	783	0	0	0	0	0	0
Os03g0225200	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	6556389;6556876;6557125;6557321;6557859;6557859;6558161;6558161;6558429;6558429;6559777;6559777;6561007;6561007;6561282;6561282;6561753	6556764;6557049;6557735;6557735;6557903;6557903;6558341;6558341;6558557;6558557;6559943;6559943;6561177;6561177;6562025;6561569;6562023	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2598	180	224	255	150	208	218
Os03g0603100	3	22568104	22568742	-	639	0	1	0	1	0	2
Os03g0351300	3;3	13162037;13162828	13162747;13163727	+;+	1611	1497	1265	2012	2207	1637	2033
Os03g0210400	3;3;3;3;3;3;3;3;3;3;3;3;3;3	5760848;5761318;5761684;5762315;5762576;5762987;5763185;5763932;5764576;5765188;5765877;5766594;5766781;5767283	5761218;5761422;5761947;5762464;5762656;5763103;5763337;5764075;5764936;5765355;5766106;5766700;5767167;5767440	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2796	1100	1312	1355	1347	1221	1333
Os03g0435300	3;3	18367213;18369645	18368073;18369983	+;+	1200	6	9	3	0	4	8
Os03g0292600	3	10184619	10185409	-	791	0	0	0	0	0	0
Os03g0791700	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	32925900;32926122;32927868;32927919;32928318;32928318;32928668;32928668;32928963;32928963;32929104;32929104;32929330;32929330;32929814;32929814;32929934	32926009;32927749;32928001;32928001;32928558;32928558;32928876;32928876;32928997;32928997;32929215;32929215;32929622;32929622;32930224;32930172;32930176	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3173	73	113	119	98	97	89
Os03g0289800	3;3	10039387;10043208	10039797;10044161	-;-	1365	753	261	760	62	763	126
Os03g0170200	3;3;3;3	3760520;3760652;3761121;3761976	3760876;3761857;3762293;3762362	-;-;-;-	1843	556	700	550	743	596	678
Os03g0685700	3;3;3;3;3;3	27351629;27351865;27354346;27354548;27355835;27356145	27351751;27351935;27354466;27354591;27356046;27358179	+;+;+;+;+;+	2606	428	486	573	488	464	432
Os03g0439000	3	18538968	18539959	+	992	167	85	205	46	192	44
Os03g0658000	3;3;3;3;3;3;3	25690409;25691161;25691359;25691701;25692027;25692332;25694820	25690545;25691219;25691469;25691958;25692179;25692654;25695115	-;-;-;-;-;-;-	1337	0	0	0	0	0	0
Os03g0195800	3;3;3;3;3;3;3;3;3;3;3;3;3	4987877;4988731;4988874;4989202;4989483;4989652;4989868;4990091;4990328;4990711;4991439;4991619;4991832	4988608;4988779;4989081;4989376;4989548;4989765;4989984;4990217;4990614;4990901;4991524;4991695;4992392	+;+;+;+;+;+;+;+;+;+;+;+;+	2790	0	2	4	0	0	1
Os03g0365800	3;3;3;3;3	14289593;14290020;14292196;14292465;14292860	14289912;14290241;14292347;14292738;14293249	+;+;+;+;+	1358	0	0	0	0	0	0
Os03g0578300	3;3;3	21179901;21180663;21182086	21180512;21181586;21184440	+;+;+	3891	1637	1709	1644	1968	1388	2099
Os03g0718100	3;3;3;3	29074003;29074149;29074792;29075487	29074065;29074542;29075405;29075858	+;+;+;+	1443	44	69	65	35	71	19
Os03g0238800	3;3;3;3;3;3;3;3	7329417;7331003;7331231;7331432;7331988;7332214;7333078;7334314	7330516;7331154;7331343;7331542;7332105;7332317;7333173;7335053	-;-;-;-;-;-;-;-	2534	160	175	616	139	220	127
Os03g0236966	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	7212586;7213824;7214041;7214468;7214686;7214906;7215093;7215356;7215864;7216643;7217323;7217770;7218724;7219392;7220133;7220809	7212956;7213958;7214114;7214507;7214731;7214985;7215268;7215481;7215938;7216768;7217392;7217852;7218837;7219491;7220168;7221029	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1873	88	93	134	123	101	90
Os03g0278533	3;3;3	9461415;9462600;9462801	9461606;9462713;9462992	-;-;-	498	0	0	0	0	0	0
Os03g0845800	3;3;3;3;3;3;3;3	35565837;35566206;35566742;35566742;35567192;35567192;35567963;35567963	35566162;35566611;35566840;35566827;35567443;35567443;35568241;35568296	-;-;-;-;-;-;-;-	1417	495	799	609	750	600	745
Os03g0751200	3;3;3;3	30960026;30960913;30961871;30963031	30960814;30961759;30961956;30963595	+;+;+;+	2287	0	0	0	0	0	0
Os03g0289400	3;3	10028091;10028841	10028547;10029033	+;+	650	188	250	190	322	214	324
Os03g0275600	3	9317320	9317558	-	239	0	0	0	0	0	0
Os03g0152300	3;3	2878831;2879172	2879068;2880830	+;+	1897	0	0	0	0	0	0
Os03g0285200	3	9827520	9828763	+	1244	195	156	286	211	201	91
Os03g0813700	3;3	34088986;34089399	34089217;34089787	+;+	621	679	591	787	606	774	727
Os03g0688200	3;3;3;3	27458294;27459300;27462721;27462869	27459044;27459472;27462795;27463536	+;+;+;+	1667	1153	1356	1325	1517	1448	1608
Os03g0313800	3	11217875	11218517	-	643	69	38	55	66	83	48
Os03g0363500	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	14153874;14153895;14153896;14154331;14154331;14154331;14154554;14154554;14154554;14154801;14154801;14154801;14155191;14155191;14155361;14155659;14155659;14156016;14156016;14156215;14156603;14157114;14157114;14157246;14157246;14157409;14157409;14157782;14157933;14157933;14158072;14158594;14158594;14158805;14159113	14154112;14154112;14154112;14154445;14154445;14154445;14154613;14154613;14154613;14154854;14155423;14154854;14155218;14155250;14155423;14155702;14155702;14156695;14156100;14156295;14156695;14157178;14157178;14157321;14157321;14157847;14157474;14157847;14158161;14157992;14158161;14158841;14158656;14159169;14159179	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3156	1710	2727	1669	2664	1352	2945
Os03g0641300	3	24705008	24706533	-	1526	7	5	1	46	4	19
Os03g0781600	3	32400270	32401033	-	764	0	0	2	0	0	0
Os03g0659800	3;3;3;3;3	25846208;25846571;25846784;25846947;25847073	25846469;25846693;25846862;25846992;25847253	-;-;-;-;-	691	4	2	8	2	0	0
Os03g0796502	3	33156506	33157052	+	547	12	21	2	14	12	2
Os03g0670000	3;3;3	26442731;26442733;26444057	26443159;26443481;26444288	+;+;+	983	295	364	310	428	367	450
Os03g0694700	3;3	27820011;27822542	27820238;27822893	-;-	580	319	314	242	390	272	373
Os03g0713600	3;3;3;3;3	28869066;28870679;28870941;28871103;28872918	28870028;28870762;28871016;28871206;28873196	-;-;-;-;-	1506	54	42	62	18	72	22
Os03g0770775	3	31924821	31925500	-	680	0	0	0	0	0	0
Os03g0356414	3;3;3;3	13633732;13634876;13635615;13637293	13634411;13635262;13635838;13637491	-;-;-;-	1490	992	716	971	668	1393	616
Os03g0657100	3;3;3	25639109;25639131;25641409	25639862;25641324;25642187	-;-;-	2995	1074	1041	880	911	1565	1197
Os03g0860801	3;3;3	36333957;36335190;36338883	36334037;36335462;36338948	-;-;-	420	0	0	0	0	0	0
Os03g0800050	3;3;3;3;3;3;3;3;3;3;3;3;3	33363977;33364425;33365360;33365998;33366163;33366317;33366995;33367532;33368089;33368385;33369112;33369794;33370150	33364319;33364507;33365470;33366069;33366224;33366443;33367110;33367797;33368279;33368515;33369269;33370065;33370397	-;-;-;-;-;-;-;-;-;-;-;-;-	2180	339	342	372	385	335	298
Os03g0833300	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	35008055;35008307;35009153;35009153;35009407;35009653;35009822;35009822;35009822;35009822;35010075;35010075;35010075;35010075;35010318;35010318;35010318;35010318;35010527;35010527;35010527;35010527;35010708;35010708;35010708;35010708;35011588;35011588;35011588;35011588;35011900;35011900;35011900;35011900;35012763;35012763;35012763;35012763;35014613;35014613;35014613;35014613	35008929;35008929;35009734;35009734;35009734;35009734;35009960;35009960;35009960;35009960;35010216;35010216;35010216;35010216;35010435;35010435;35010435;35010435;35010634;35010634;35010634;35010634;35010782;35010782;35010782;35010782;35011817;35011817;35011817;35011817;35012202;35012202;35012202;35012202;35012944;35012944;35012944;35012944;35015638;35015632;35015048;35015726	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3868	3740	3814	4117	3677	4157	4198
Os03g0848100	3;3	35659857;35660539	35660444;35663960	-;-	4010	1315	2051	1646	2017	1191	2327
Os03g0688300	3;3;3;3;3	27467413;27471058;27471558;27471795;27472302	27468316;27471470;27471725;27472025;27472746	+;+;+;+;+	2161	65	86	111	37	91	66
Os03g0332900	3;3;3	12288225;12289179;12290705	12288302;12290525;12291510	+;+;+	2231	43	46	28	30	35	32
Os03g0339900	3;3	12630705;12634996	12634277;12635182	-;-	3760	347	240	430	239	401	333
Os03g0285100	3;3	9822842;9825361	9823059;9826639	+;+	1497	205	250	279	178	253	175
Os03g0706500	3	28428504	28430438	+	1935	0	0	0	0	0	0
Os03g0149300	3;3;3;3;3;3;3	2748162;2748754;2748995;2752357;2752715;2752926;2753083	2748638;2748905;2749153;2752597;2752831;2752988;2753327	-;-;-;-;-;-;-	1454	974	430	774	648	857	793
Os03g0859550	3;3;3	36281121;36282091;36282268	36281211;36282177;36282881	+;+;+	792	3	8	5	14	3	21
Os03g0116600	3	939351	939886	+	536	4	15	2	18	16	14
Os03g0805850	3;3;3;3;3;3;3	33659565;33660149;33660534;33660772;33661025;33661321;33661660	33660074;33660336;33660648;33660919;33661197;33661489;33661954	-;-;-;-;-;-;-	1598	0	0	0	0	0	0
Os03g0595800	3;3;3;3	22164727;22165825;22168269;22169799	22165079;22165905;22168920;22169919	-;-;-;-	1207	183	460	285	425	232	359
Os03g0645100	3;3;3	24902822;24904283;24905089	24905484;24905460;24905484	+;+;+	2663	2248	2519	1897	2878	2288	2889
Os03g0650400	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	25234046;25234081;25234465;25234465;25235919;25235919;25236203;25236203;25236411;25236411;25237624;25237624;25238155;25238155;25238386;25238647;25238647;25238817;25238817;25239622;25239622	25234150;25234150;25234542;25234542;25236078;25236078;25236279;25236279;25237510;25237510;25237708;25237708;25238217;25238217;25238448;25238730;25238730;25239407;25239407;25240155;25240194	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2979	488	625	616	637	633	599
Os03g0418800	3;3;3;3;3;3;3;3;3;3	17434440;17435761;17435893;17436109;17436489;17436864;17437119;17437308;17437581;17438059	17434542;17435810;17436030;17436406;17436721;17437035;17437240;17437373;17437644;17438559	+;+;+;+;+;+;+;+;+;+	1747	0	0	0	0	0	0
Os03g0684400	3;3;3;3;3;3;3;3;3;3;3;3;3	27287853;27289205;27289479;27290085;27290271;27290810;27291610;27291767;27292121;27292244;27293594;27293793;27293933	27288457;27289277;27289549;27290170;27290361;27290878;27291690;27291932;27292166;27292324;27293676;27293836;27294356	+;+;+;+;+;+;+;+;+;+;+;+;+	1920	1721	2334	1962	2690	1797	2184
Os03g0584500	3	21547160	21548436	+	1277	0	0	0	0	0	0
Os03g0277100	3	9404128	9405129	+	1002	2342	2405	2654	1483	3030	1895
Os03g0572050	3;3;3;3;3;3	20795609;20795981;20796201;20796551;20796705;20799335	20795702;20796098;20796431;20796602;20797342;20799585	+;+;+;+;+;+	1384	0	0	0	0	0	0
Os03g0445700	3;3	18935194;18935998	18935906;18936295	-;-	1011	77	50	78	50	84	86
Os03g0835700	3	35113637	35114321	-	685	0	0	0	1	0	0
Os03g0636700	3;3;3	24347498;24347974;24348293	24347872;24348228;24349006	+;+;+	1344	0	0	0	0	2	0
Os03g0731850	3	29950002	29950256	-	255	0	0	0	0	0	0
Os03g0205150	3;3;3;3;3	5491325;5493008;5493171;5493316;5494216	5491882;5493073;5493243;5493373;5494409	-;-;-;-;-	949	738	709	903	739	818	710
Os03g0617101	3	23382713	23382919	-	207	99	105	106	124	100	134
Os03g0748750	3	30815040	30815499	+	460	0	0	0	0	0	0
Os03g0750000	3;3;3	30901840;30902304;30902495	30902207;30902421;30903031	-;-;-	1023	0	2	10	4	0	0
Os03g0598200	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	22285710;22286548;22286908;22287129;22287372;22287661;22287993;22288962;22289526;22290563;22290706;22291573;22292049;22292287;22292544	22286440;22286826;22287050;22287233;22287565;22287853;22288658;22289090;22289717;22290622;22290788;22291711;22292183;22292423;22292616	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3259	2029	2375	2742	2344	2225	2229
Os03g0801700	3;3;3;3;3	33433385;33434491;33434771;33435145;33436369	33434400;33434666;33434906;33435308;33436696	-;-;-;-;-	1820	293	427	437	449	301	354
Os03g0789800	3;3;3;3;3;3;3;3	32829161;32829837;32830617;32830832;32830832;32831721;32831721;32832133	32830712;32829980;32830712;32830942;32830942;32831784;32832483;32832470	-;-;-;-;-;-;-;-	2426	1048	1442	1203	1508	1064	1625
Os03g0569900	3;3;3;3;3;3;3;3;3;3;3;3;3;3	20655023;20655304;20655499;20655759;20655759;20656116;20656116;20656322;20656322;20659435;20659737;20659737;20660763;20660763	20655391;20655669;20655669;20655855;20655855;20656246;20656246;20656377;20656377;20660211;20660211;20659862;20661172;20661069	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2118	1314	1624	1807	1503	1688	1474
Os03g0433200	3	18238256	18240730	-	2475	32	30	41	67	54	44
Os03g0735900	3;3	30151748;30152698	30152284;30153564	-;-	1404	0	2	0	0	0	0
Os03g0388500	3;3	15505524;15506638	15506089;15507726	+;+	1655	5210	3488	6544	2373	7857	2709
Os03g0145200	3;3	2506064;2506317	2506216;2507170	+;+	1007	7	0	2	5	2	3
Os03g0692000	3;3;3;3	27678315;27679239;27679403;27681080	27679053;27679314;27679518;27681645	+;+;+;+	1497	8	10	4	6	0	4
Os03g0184600	3;3;3	4444015;4445446;4446141	4444768;4446052;4446466	+;+;+	1687	1694	1498	1856	1407	2212	1511
Os03g0757000	3;3;3	31281967;31282510;31283635	31282315;31282545;31284608	+;+;+	1359	4133	4141	4180	3422	6639	4932
Os03g0852900	3;3;3;3;3	35908721;35910890;35911142;35911293;35911510	35910610;35911039;35911187;35911390;35911694	-;-;-;-;-	2369	1701	2075	2169	1758	2031	1728
Os03g0278366	3	9454991	9458143	+	3153	45	58	41	33	63	16
Os03g0188900	3;3;3;3;3	4652930;4653461;4653463;4653978;4653978	4653261;4653899;4653899;4654781;4654743	+;+;+;+;+	1575	513	917	499	463	443	841
Os03g0700100	3	28063603	28064495	-	893	0	0	0	0	0	0
Os03g0324800	3;3;3;3;3;3;3;3	11808511;11808938;11809138;11809335;11809728;11812358;11812528;11813010	11808859;11808996;11809202;11809471;11809780;11812447;11812594;11813203	-;-;-;-;-;-;-;-	1014	339	391	401	439	469	387
Os03g0821550	3	34493235	34493621	+	387	14	8	3	12	2	1
Os03g0290900	3;3;3;3;3	10105989;10106390;10106669;10107022;10107412	10106324;10106561;10106847;10107180;10107964	+;+;+;+;+	1399	0	2	0	2	0	0
Os03g0713000	3;3;3;3;3;3;3;3;3	28839277;28841228;28841508;28842156;28842810;28843138;28843403;28844026;28844418	28839699;28841407;28841777;28842362;28843058;28843211;28843520;28844160;28844785	+;+;+;+;+;+;+;+;+	2024	2638	2307	2781	2443	2375	3054
Os03g0356498	3;3;3;3;3;3	13666905;13667530;13668783;13668884;13669185;13669972	13667345;13667636;13668800;13669045;13669357;13670143	+;+;+;+;+;+	1073	0	0	4	2	0	2
Os03g0118700	3;3;3	1008493;1009780;1010454	1009713;1010354;1010511	+;+;+	1854	0	0	0	0	2	0
Os03g0146800	3	2609009	2609572	+	564	2	6	0	18	0	30
Os03g0419100	3;3;3;3	17449417;17449480;17452046;17452046	17450254;17450254;17452623;17452606	+;+;+;+	1416	1447	1505	1489	1403	1542	1548
Os03g0204600	3	5476440	5477287	+	848	0	0	0	0	2	2
Os03g0642450	3;3	24754578;24755139	24755007;24755402	+;+	694	88	109	37	185	57	137
Os03g0115400	3;3;3;3;3;3;3	870844;872400;872581;872835;874028;874195;874366	872307;872490;872738;872886;874107;874288;875516	+;+;+;+;+;+;+	3090	1212	1244	1209	983	1483	1256
Os03g0856100	3;3	36107251;36107611	36107430;36109822	+;+	2392	1457	2157	1095	2076	1266	2252
Os03g0179950	3	4193294	4193538	+	245	39	32	63	38	72	32
Os03g0598002	3	22271544	22272752	+	1209	0	0	6	10	4	0
Os03g0567600	3;3;3;3;3;3;3;3;3;3;3;3;3;3	20515441;20515443;20515545;20517293;20517293;20517293;20517604;20517604;20517889;20517889;20518043;20518043;20518253;20518253	20516856;20516856;20516856;20517433;20517401;20517433;20517729;20517729;20517936;20517936;20518147;20518147;20519238;20518445	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2822	375	574	299	734	364	712
Os03g0178500	3;3;3;3	4136960;4137520;4138388;4141969	4137395;4137587;4138483;4142715	-;-;-;-	1347	72	106	81	97	80	83
Os03g0431500	3;3;3;3;3	18110451;18110997;18111437;18111740;18112227	18110902;18111346;18111525;18111789;18112570	-;-;-;-;-	1285	1048	1098	965	1219	766	1172
Os03g0171600	3;3;3;3	3834150;3834775;3834827;3834959	3834231;3836591;3836572;3836735	+;+;+;+	2043	3867	3365	4467	3027	4519	2749
Os03g0213900	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	5967215;5967545;5967876;5968088;5968200;5969058;5969553;5969993;5969995;5970553;5970553;5971769;5972553;5972948;5973174;5973174	5967403;5967773;5967974;5968122;5968275;5969168;5969901;5970112;5970112;5971048;5971048;5973084;5972827;5973084;5973703;5973703	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3550	6907	7580	6261	8894	5384	8833
Os03g0559700	3	20018827	20019659	-	833	261	290	368	338	420	315
Os03g0717950	3;3;3	29065077;29065569;29066446	29065296;29065867;29067353	-;-;-	1427	0	0	0	0	1	0
Os03g0673400	3	26602176	26602704	+	529	16	18	28	18	26	6
Os03g0336400	3;3	12469445;12470451	12470336;12470602	-;-	1044	0	4	9	0	2	0
Os03g0163150	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	3417849;3418564;3418994;3419243;3419452;3419645;3419883;3420086;3420650;3420853;3421686;3421848;3422357;3422640;3422851;3423074;3423269;3423666;3423817;3423948;3424099;3424449	3417958;3418820;3419079;3419305;3419552;3419792;3419984;3420159;3420770;3420994;3421757;3421938;3422548;3422727;3422952;3423189;3423362;3423726;3423868;3424013;3424229;3424584	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2405	2	1	0	6	1	2
Os03g0666200	3;3;3;3;3;3;3;3;3;3	26207742;26208515;26208884;26209737;26210191;26210351;26210463;26210633;26211334;26211529	26208387;26208807;26209111;26209968;26210272;26210382;26210546;26210694;26211438;26211666	-;-;-;-;-;-;-;-;-;-	1902	2852	2905	3237	2921	3426	3058
Os03g0757950	3	31316533	31317979	-	1447	0	0	0	0	0	0
Os03g0268250	3;3;3;3;3;3;3;3;3;3;3;3	8896382;8896995;8897538;8898019;8898456;8899190;8899363;8899552;8900500;8900713;8900861;8901546	8896813;8897290;8897928;8898376;8898516;8899281;8899469;8899641;8900572;8900771;8900977;8901919	+;+;+;+;+;+;+;+;+;+;+;+	2450	0	0	0	0	0	0
Os03g0105600	3;3	339986;340557	340480;341757	+;+	1696	8	13	2	4	9	12
Os03g0178000	3;3;3;3;3	4116932;4116944;4117574;4118648;4118648	4116987;4118060;4118060;4119755;4119686	+;+;+;+;+	2237	9163	11069	9246	10718	11203	11604
Os03g0220200	3;3	6303103;6303970	6303876;6304706	+;+	1511	0	0	0	0	0	0
Os03g0403600	3	16457908	16459449	+	1542	0	0	0	0	0	0
Os03g0797600	3;3;3;3;3;3;3;3;3;3;3;3;3	33233106;33233107;33233577;33233577;33233771;33234688;33234688;33235113;33235113;33235266;33235266;33236531;33236531	33233439;33233439;33233672;33233893;33233893;33234753;33234753;33235178;33235178;33235340;33235340;33236943;33236885	+;+;+;+;+;+;+;+;+;+;+;+;+	1271	1221	1587	1415	2490	1478	2158
